PROGRAM NUMBER,PROGRAM NAME,STREET ADDRESS,CITY,STATE,ZIP CODE,COUNTY,PHONE,EMAIL,PROGRAM TYPE,SUTQ RATING,LICENSE/CERTIFICATION/REGISTRATION BEGIN DATE,LICENSE/CERTIFICATION/REGISTRATION END DATE,ADMINISTRATOR 1 NAME,ADMINISTRATOR 2 NAME,ADMINISTRATOR 3 NAME,PFCC AGREEMENT
402547,SAND HILL CHILD CARE CENTER,33 CORNERVILLE RD.,MARIETTA,OH,45750,WASHINGTON,740-373-0230,sandhillccc@yahoo.com,Licensed Child Care Center,1,1986-09-11,,PAULETTA SEEVERS,,,Y
2240030358,SANDBOX CHILDCARE CENTER LLC,753 SOUTH LAWN AVE.,COSHOCTON,OH,43812,COSHOCTON,740-575-4000,sandboxchildcarecenter@gmail.com,Licensed Child Care Center,1,2024-08-22,,Amber Goddard,Gabraelle Courtright,,Y
973080732,"SANDERS, JACQUELINE",401 VANIMAN AVE.,TROTWOOD,OH,45426,MONTGOMERY,937-529-4029,sandersdytn0120@gmail.com,Licensed Type B Family Child Care Home,1,2014-04-22,,,,,Y
1000019210,SANDS MONTESSORI SCHOOL,6421 CORBLY RD,CINCINNATI,OH,45230,HAMILTON,513-363-5000,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
1000018860,SANDUSKY CENTRAL PRESCHOOL CAMPUS,530 DECATUR ST,SANDUSKY,OH,44870,ERIE,,test@oclqs.org,Licensed School-Age Child Care,0,2011-09-24,,,,,N
1000020278,SANDUSKY CENTRAL PRESCHOOL CAMPUS,530 DECATUR ST,SANDUSKY,OH,44870,ERIE,,test@oclqs.org,Licensed School-Based Preschool,0,2013-08-22,,,,,N
503290,SANDUSKY HEAD START,908 SEAVERS WAY,SANDUSKY,OH,44870,ERIE,419-625-2214,mdelph@cacehr.org,Licensed Child Care Center,3,2002-10-26,,Michele Delph,,,N
1200023228,SANDY VALLEY ELEMENTARY SCHOOL,5018 STATE ROUTE 183 NE,MAGNOLIA,OH,44643,TUSCARAWAS,,test@oclqs.org,Licensed School-Age Child Care,0,2021-01-19,,,,,Y
1000019337,SANDY VALLEY ELEMENTARY SCHOOL,5018 STATE ROUTE 183 NE,MAGNOLIA,OH,44643,TUSCARAWAS,330-866-9225,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
1000019338,SANDY VALLEY SCHOOL,5018 STATE ROUTE 183 NE,MAGNOLIA,OH,44643,TUSCARAWAS,330-492-8136,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
500224,SANDY'S SANDBOX EDUCATION CENTER,1920 JEFFERSON AVENUE,TOLEDO,OH,43604,LUCAS,419-243-8705,bills_andrea@yahoo.com,Licensed Child Care Center,3,2013-12-06,,Andrea Bills,,,Y
930420766,"SANTOS, AURELIA",3134 WEST 84TH,CLEVELAND,OH,44102,CUYAHOGA,216-965-2689,santosfamily84@sbcglobal.net,Licensed Type B Family Child Care Home,1,2014-01-01,,,,,Y
2200021573,SAPNAS CHILDCARE,4856 WEST BROAD ST,COLUMBUS,OH,43228,FRANKLIN,614-363-8012,sapnaschildcare@gmail.com,Licensed Child Care Center,1,2020-06-29,,Sapna Abdulkadir,,,Y
500013,SARA BEEGLE CHILD DAY CARE CENTER,727 HARDING WAY EAST,GALION,OH,44833,CRAWFORD,419-468-2363,sbkids@frontier.com,Licensed Child Care Center,2,1970-10-16,,Heather Bassett,,,Y
2200022930,SARA HART,24370 GLENFOREST RD,EUCLID,OH,44123,CUYAHOGA,216-203-0325,sara4414@yahoo.com,Licensed Type B Family Child Care Home,1,2021-09-09,,,,,Y
2200022299,SARAH'S DAYCARE,4250 SKYLARK DRIVE,CINCINNATI,OH,45238,HAMILTON,513-913-2247,goodmansa16@gmail.com,Licensed Type B Family Child Care Home,1,2021-01-13,,,,,Y
908213959,"SARBIA, CHRISTINE",306 PARK AVENUE,SOUTH POINT,OH,45680,LAWRENCE,740-534-8101,chris@attgcc.com,Licensed Type B Family Child Care Home,2,2014-01-01,,,,,Y
1000017640,SARDINIA SCHOOL,7742 TRICOUNTY HWY,SARDINIA,OH,45171,BROWN,937-378-6118,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
409156,SARDIS HEAD START CENTER,37297 MUSKINGUM STREET,SARDIS,OH,43946,MONROE,740-483-1796,sobrien@gmncac.org,Licensed Child Care Center,3,2004-09-13,,Savannah O'Brien,,,N
2220026544,SASSAFRAS HOUSE,2841 MCKINLEY AVE,CINCINNATI,OH,45211,HAMILTON,812-344-3855,sassafraskiddos@gmail.com,Licensed Type B Family Child Care Home,3,2022-12-07,,,,,Y
984462292,"SAUNDERS, FAITH",4103 MARVIN AVE.,CLEVELAND,OH,44109,CUYAHOGA,216-291-7417,faithinfluence@aol.com,Licensed Type B Family Child Care Home,3,2014-01-01,,,,,Y
960108544,"SAUNIER, LEAFA",1470 DONALD AVENUE,ZANESVILLE,OH,43701,MUSKINGUM,740-450-2750,leafasdaycare@hotmail.com,Licensed Type B Family Child Care Home,0,2014-01-01,,,,,Y
934209225,"SAVAGE, TRACY",8356 BANBURY STREET,CINCINNATI,OH,45216,HAMILTON,513-349-9558,tracy.savage7@yahoo.com,Licensed Type B Family Child Care Home,1,2014-01-01,,,,,Y
2200021250,SAYLER PARK RECREATION CENTER,6720 HOME CITY AVE,CINCINNATI,OH,45233,HAMILTON,513-941-0102,daniel.hart@cincinnati-oh.gov,Licensed Child Care Center,1,2020-07-27,,Kelly Sizemore,Andrea McCarthy,Daniel Hart,Y
1000020267,SAYLER PARK SCHOOL,6700 HOME CITY AVE,CINCINNATI,OH,45233,HAMILTON,513-363-5100,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
918038498,"SAYLOR, LISA",1128 JENNIE LANE,CINCINNATI,OH,45238,HAMILTON,513-526-3574,saylorcncnnt@aol.com,Licensed Type B Family Child Care Home,1,2014-01-01,,,,,Y
1000018419,SCARLET OAKS CDC,300 SCARLET OAKS DR,CINCINNATI,OH,45241,HAMILTON,513-771-8810,test@oclqs.org,Licensed School-Based Preschool,0,2011-09-24,,,,,N
2240030560,SCCAA SOUTHEAST HEAD START,1400 SHERRICK RD SE,CANTON,OH,44707,STARK,330-489-3350,mmaxwell@sccaa.org,Licensed Child Care Center,3,2024-08-26,,Darinda Spinks,,,N
100073,SCHALMO FAMILY YMCA CHILD CARE @ NORTHWEST,8436 ERIE AVE. N.W.,CANAL FULTON,OH,44614,STARK,330-830-6275,nwchildcare@ymcastark.org,Licensed Child Care Center,3,2011-06-23,,Lisa Weston,Ricky Lovell,,Y
400573,SCHEIN BRIGHT ACADEMY,14120 ZION RD,THORNVILLE,OH,43076,PERRY,740-242-5030,scheinbright@gmail.com,Licensed Child Care Center,0,2013-08-30,,AMY CYRUS,,,Y
974155452,"SCHMIDT, CRYSTEL",4005 CORDUROY RD,OREGON,OH,43616,LUCAS,419-496-8781,shortie419@yahoo.com,Licensed Type B Family Child Care Home,1,2015-10-19,,,,,Y
410170,SCHOENBAUM FAMILY CENTER,175 EAST 7TH AVE.,COLUMBUS,OH,43210,FRANKLIN,614-247-7488,sfc@osu.edu,Licensed Child Care Center,3,2007-08-30,,Samantha Peterson,ANNELIESE JOHNSON,,Y
952996424,"SCHOENBERGER, THELMA V",998  CONESTOGA DR,COLUMBUS,OH,43213,FRANKLIN,614-571-0468,vproverbs31@aol.com,Licensed Type B Family Child Care Home,3,2014-01-01,,,,,Y
300435,SCHOLAR HOUSE EARLY LEARNING CENTER,2543 COMMUNITY COLLEGE AVENUE,CLEVELAND,OH,44115,CUYAHOGA,216-795-5255,apettis@stepforwardtoday.org,Licensed Child Care Center,0,2013-07-09,,Laurie Sironen-Kroft,,,Y
2180018846,SCHOLARS OF TOMORROW CHILD ENRICHMENT CENTER,944 EAST 152ND  STREET,CLEVELAND,OH,44110,CUYAHOGA,216-203-4506,scholarsoftomorrowcec@gmail.com,Licensed Child Care Center,0,2019-04-05,,Undra Dishmon,,,Y
405771,SCHOOL FOR YOUNG CHILDREN,93 W WEISHEIMER RD,COLUMBUS,OH,43214,FRANKLIN,614-267-0254,director@syccolumbus.org,Licensed Child Care Center,0,1997-04-23,,AMY RUDAWSKY,SUSAN ROSCIGNO,,N
1000019779,SCHOOL OF BRIGHT PROMISE,256 JOHN SCOTT HWY,STEUBENVILLE,OH,43952,JEFFERSON,740-264-7176,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
2170016122,SCHOOL OF CREATIVE CHILDREN II LLC,3443 NORTHBEND RD,CINCINNATI,OH,45239,HAMILTON,513-979-4311,kwalt868@gmail.com,Licensed Child Care Center,1,2017-10-30,,ABIGAIL DAWSON,,,Y
1000019548,SCHOOL OF HOPE,1001 CASTALIA ST,FREMONT,OH,43420,SANDUSKY,419-332-9296,test@oclqs.org,Licensed School-Based Preschool,0,2011-09-24,,,,,N
1000017935,SCHULTE,951 VERN RIFFE DR,LUCASVILLE,OH,45648,SCIOTO,740-259-5522,test@oclqs.org,Licensed School-Based Preschool,0,2011-09-24,,,,,N
2250032454,SCHULTZ YMCA Y-CLUB,499 APPLEGATE LANE,DELAWARE,OH,43015,DELAWARE,614-783-1676,hnapier@ymcacolumbus.org,Licensed Child Care Center,0,2025-08-11,2026-08-10,Beverly Thompson,,,Y
2170012533,SCHUMACHER CLC AFTER SCHOOL PROGRAM,1020 HARTFORD AVENUE,AKRON,OH,44320,SUMMIT,330-376-1335,christinae@akronymca.org,Licensed Child Care Center,1,2017-03-31,,Lindsay Socotch,,,Y
1230028801,SCHUMACHER COMMUNITY LEARNING CENTER,1020 HARTFORD AVE,AKRON,OH,44320,SUMMIT,,test@oclqs.org,Licensed School-Age Child Care,0,2023-10-16,,,,,N
1000018961,SCIOTO DARBY ELEMENTARY SCHOOL,5380 SCIOTO DARBY RD,HILLIARD,OH,43026,FRANKLIN,614-921-6300,holly_meister@hboe.org,Licensed School-Age Child Care,0,2011-09-24,,,,,N
1000018724,SCIOTO ELEMENTARY SCHOOL,20 W SCIOTO ST,COMMERCIAL POINT,OH,43116,PICKAWAY,740-983-5000,test@oclqs.org,Licensed School-Based Preschool,0,2011-09-24,,,,,N
2220026509,SCIOTO NORTHWEST HEAD START,NORTHWEST ELEMENTARY SCHOOL,MCDERMOTT,OH,45652,SCIOTO,740-354-3333,ssloan@caosciotocounty.org,Licensed Child Care Center,3,2022-09-06,,Megan Miller,Ashlee Bailey,,N
409290,SCIOTOVILLE HEAD START,224 MARSHALL AVENUE,SCIOTOVILLE,OH,45662,SCIOTO,740-354-3333,ssloan@sciotoheadstart.com,Licensed Child Care Center,3,2005-09-06,,Caitlynn Hayslip,Ashlee Bailey,,N
977119007,"SCOTT, GLENNDA",10417 FIDELITY AVE,CLEVELAND,OH,44111,CUYAHOGA,216-983-9535,ladyj28lynn@gmail.com,Licensed Type B Family Child Care Home,2,2014-01-01,,,,,Y
947010199,"SCOTT, IVY",11004 WOODSTOCK AVE,CLEVELAND,OH,44104,CUYAHOGA,216-744-7493,ivy.scott@att.net,Licensed Type B Family Child Care Home,2,2014-01-01,,,,,Y
950286526,"SCOTT, MICHELLE",1309 LEE AVENUE,COLUMBUS,OH,43219,FRANKLIN,614-600-7359,michelleshomechildcare@gmail.com,Licensed Type B Family Child Care Home,1,2016-06-09,,,,,Y
1000018055,SCOTTWOOD ELEMENTARY SCHOOL,3392 SCOTTWOOD RD,COLUMBUS,OH,43227,FRANKLIN,614-365-6507,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
1000020270,SCRANTON SCHOOL,1991 BARBER AVE,CLEVELAND,OH,44113,CUYAHOGA,216-621-2165,test@oclqs.org,Licensed School-Based Preschool,3,2012-09-18,,,,,Y
2220026716,SCRIBBLES AND GIGGLES,2856 VEAZEY AVENUE,CINCINNATI,OH,45238,HAMILTON,513-259-3108,kprather73@gmail.com,Licensed Type B Family Child Care Home,0,2022-10-04,,,,,Y
303871,SCRIBES & SCRIBBLERS CHILD DEVELOPMENT CENTER,14101 UHLIN DRIVE,MIDDLEBURG HTS,OH,44130,CUYAHOGA,440-884-5437,scribesscribblers@yahoo.com,Licensed Child Care Center,1,1992-02-18,,MELISSA MCSHANE,,,Y
1000021076,SEABORN ELEMENTARY SCHOOL,3800 NILES CARVER RD,MINERAL RIDGE,OH,44440,TRUMBULL,330-652-9695,test@oclqs.org,Licensed School-Based Preschool,0,2016-11-03,,,,,N
940795890,"SEATON, MARREDIA",816 TRICOLOR DR,REYNOLDSBURG,OH,43068,FRANKLIN,614-400-8997,marredia76@hotmail.com,Licensed Type B Family Child Care Home,1,2014-01-01,,,,,Y
301779,SECOND BAPTIST CHURCH PRESCHOOL CENTER,1510 MAIN AVE SW,WARREN,OH,44483,TRUMBULL,330-393-0802,sbcpschool@aol.com,Licensed Child Care Center,2,1980-04-01,,Anisha G. Moore Eaddy,ALISA MOORE-EADDY BATES,,Y
1000018982,SEDALIA ELEMENTARY,5400 SEDALIA DR,COLUMBUS,OH,43232,FRANKLIN,614-833-2014,test@oclqs.org,Licensed School-Age Child Care,0,2011-09-24,,,,,N
200222,SEEDLINGS CHILD ENRICHMENT CENTERS,1134 HARRISON AVE,HARRISON,OH,45030,HAMILTON,513-202-0459,seedlingschild@gmail.com,Licensed Child Care Center,3,2011-11-01,,Tonya Tyson,CHRISSY Chapeta,Carly Cepluch,Y
2200022358,SEEDS OF GREATNESS FAMILY CHILD CARE,3301 HANEY ROAD,DAYTON,OH,45405,MONTGOMERY,937-608-3862,info@seedsofgreatnessfcc.org,Licensed Type A Family Child Care Home,3,2020-11-27,,,,,Y
1240030437,SEIBERLING COMMUNITY LEARNING CENTER,400 BRITTAIN RD,AKRON,OH,44305,SUMMIT,,test@oclqs.org,Licensed School-Based Preschool,3,2024-08-05,,,,,N
1180019086,SEIBERLING COMMUNITY LEARNING CENTER,400 BRITTAIN RD,AKRON,OH,44305,SUMMIT,,test@oclqs.org,Licensed School-Age Child Care,0,2018-12-05,,,,,N
2220027290,SELENE'S SCHOOL OF COGNITIVE THINKING LEARNING CENTER,688 GLENWOOD AVE,CINCINNATI,OH,45229,HAMILTON,513-233-1124,roshawnjackson46@gmail.com,Licensed Type B Family Child Care Home,0,2023-08-25,,,,,Y
1220025963,SENECA EAST TINY TIGERS PRESCHOOL,13343 E US HIGHWAY 224,ATTICA,OH,44807,SENECA,,test@oclqs.org,Licensed School-Based Preschool,3,2022-09-01,,,,,Y
505044,"SENSATIONAL KIDS DAYCARE AND LEARNING CTR, LLC",6060 MERGER DRIVE,HOLLAND,OH,43528,LUCAS,419-724-5434,skdclc@yahoo.com,Licensed Child Care Center,3,2008-06-09,,CYNTHIA Meacham,Heather Eberly,,Y
500163,SENSATIONAL KIDS TOO,6222 MERGER DR,HOLLAND,OH,43528,LUCAS,419-724-5434,skdclc@yahoo.com,Licensed Child Care Center,0,2012-12-06,,ELENA SCHMIDT,,,Y
201324,SERENDIPITY ELC,729 JEFFERSON AVE,CINCINNATI,OH,45215,HAMILTON,513-554-4833,heathercox1005@yahoo.com,Licensed Child Care Center,0,2016-08-17,,HEATHER COX,,,N
2230028676,SERENDIPITY PRESCHOOL,119 N. FRANKLIN ST.,NEW BREMEN,OH,45869,AUGLAIZE,419-733-5391,heitkamp.leann@gmail.com,Licensed Child Care Center,0,2023-09-13,,Leann Charlson,,,N
2240030632,SET FOR SUCCESS FAMILY CHILD CARE,3135 VEAZEY AVE.,CINCINNATI,OH,45238,HAMILTON,513-238-0210,kimcubit@gmail.com,Licensed Type A Family Child Care Home,3,2024-11-21,,Kimberly Cubit,,,Y
1210024758,SETON CATHOLIC,6923 STOW RD,HUDSON,OH,44236,SUMMIT,,test@oclqs.org,Licensed School-Based Preschool,0,2021-08-25,,,,,N
404718,SETON PARISH PRESCHOOL,600 HILL ROAD NORTH,PICKERINGTON,OH,43147,FAIRFIELD,614-833-0482,preschool@setonparish.com,Licensed Child Care Center,0,1994-09-20,,DIAN FOGUS,,,N
1000018246,SEVEN HILLS SCHOOL,5400 RED BANK RD,CINCINNATI,OH,45227,HAMILTON,513-271-0304,test@oclqs.org,Licensed School-Based Preschool,0,2014-08-06,,,,,N
921736218,"SEXTON, JUANITA",2217 NILL AVENUE,DAYTON,OH,45420,MONTGOMERY,937-344-6417,karensexton44@yahoo.com,Licensed Type B Family Child Care Home,0,2014-01-01,,,,,Y
1000018146,SHADY LANE ELEMENTARY SCHOOL,1444 SHADY LANE RD,COLUMBUS,OH,43227,FRANKLIN,614-365-5391,khainer6829@columbus.k12.oh.us,Licensed School-Age Child Care,3,2011-09-24,,,,,Y
1000020647,SHADY LANE ELEMENTARY SCHOOL,1444 SHADY LANE RD,COLUMBUS,OH,43227,FRANKLIN,,test@oclqs.org,Licensed School-Based Preschool,3,2015-09-02,,,,,Y
2170015266,SHAE JONES,2041 EVERETT AVE,YOUNGSTOWN,OH,44512,MAHONING,330-651-5324,admin@crumbsnatchersplayhouse.net,Licensed Type B Family Child Care Home,0,2017-08-23,,,,,Y
970816515,"SHAFFER, JEANNIE",2554 BURLINGHAM DRIVE,ASHTABULA,OH,44004,ASHTABULA,440-319-6477,missjeannie.shaffer@gmail.com,Licensed Type B Family Child Care Home,3,2016-10-04,,,,,Y
2220026734,SHAINA AND RACHEL'S DAYCARE,3784 TOWNSHIP ROAD 21,MARENGO,OH,43334,MORROW,567-231-7766,daycare613@gmail.com,Licensed Type A Family Child Care Home,0,2022-11-29,,Shaina Franks,,,Y
2220026112,SHAKER CHILD ENRICHMENT CENTER 2,16224 CHAGRIN BLVD.,SHAKER HEIGHTS,OH,44120,CUYAHOGA,216-862-9480,shakercec1@gmail.com,Licensed Child Care Center,2,2022-05-15,,,,,Y
1000020989,SHALE MEADOWS ELEMENTARY SCHOOL,4458 NORTH ROAD,LEWIS CENTER,OH,43035,DELAWARE,,test@oclqs.org,Licensed School-Based Preschool,3,2016-08-16,,,,,N
2220025597,SHALE MEADOWS YMCA Y-CLUB,4458 NORTH ROAD,LEWIS CENTER,OH,43035,DELAWARE,614-839-9622,hnapier@ymcacolumbus.org,Licensed Child Care Center,1,2022-01-17,,margaret Maxey,,,Y
2240030265,SHANAYL,378 E 2ND STREET,POMEROY,OH,45769,MEIGS,740-508-7495,shanayl_5@icloud.com,Licensed Type B Family Child Care Home,0,2024-09-03,,,,,Y
920831190,"SHANER, KRISTY-LYNN",24 PIERCE AVE.,NEWARK,OH,43055,LICKING,740-403-4107,kristyshaner@yahoo.com,Licensed Type B Family Child Care Home,2,2014-01-01,,,,,Y
979798484,"SHANNON, ROSEANN",151 CYNTHIA ST,HEATH,OH,43056,LICKING,740-404-0485,rosie1078@roadrunner.com,Licensed Type B Family Child Care Home,0,2014-08-13,,,,,Y
2250031854,SHAPING MINDS,2172 ARCADIA AVE,LIMA,OH,45805,ALLEN,419-302-8562,itayia.harris@outlook.com,Licensed Type B Family Child Care Home,0,2025-06-17,2026-06-16,,,,Y
205134,SHARON HILL DAY CARE & PRESCHOOL,11550 CHESTER RD,SHARONVILLE,OH,45246,HAMILTON,513-772-2666,ehenderson@sharonhilldaycare.org,Licensed Child Care Center,3,1999-11-12,,Dionne partee johnson,Evelyn Henderson,,Y
203955,SHARON HILL PRESCHOOL & DAY CARE,1275 KEMPER MEADOW DRIVE,CINCINNATI,OH,45240,HAMILTON,513-851-3338,aflores@sharonhilldaycare.org,Licensed Child Care Center,3,1995-03-12,,Adena Flores,,,Y
1000018843,SHARON MORAVIAN ECOESC,4776 MORAVIAN CHURCH RD SE,NEW PHILADELPHIA,OH,44663,TUSCARAWAS,330-339-2473,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
300430,SHARON'S LITTLE LEAPERS,5145 BONETA DRIVE,MEDINA,OH,44256,MEDINA,330-604-5161,fmarrone1975@gmail.com,Licensed Child Care Center,1,2013-06-27,,FRANKIE MARRONE,,,Y
200586,SHARONVILLE UMC PRESCHOOL,3751 CREEK RD,CINCINNATI,OH,45241,HAMILTON,513-563-8278,director@sharonvillepreschool.org,Licensed Child Care Center,0,1972-07-31,,Alyson Land,,,N
941903478,"SHARP, ERICKA J",4683 BELFAST DR,COLUMBUS,OH,43227,FRANKLIN,614-452-1161,erickas002@gmail.com,Licensed Type B Family Child Care Home,1,2014-01-01,,,,,Y
1000018704,SHARPSBURG ELEMENTARY,4321 FOREST AVE.,NORWOOD,OH,45212,HAMILTON,513-924-2650,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
1240029692,SHARPSBURG ELEMENTARY,4400 SMITH RD,NORWOOD,OH,45212,HAMILTON,,,Licensed School-Age Child Care,0,2025-04-28,2026-04-27,,,,N
1200022311,SHARPSBURG HEAD START,4321 FOREST AVE,NORWOOD,OH,45212,HAMILTON,,test@oclqs.org,Licensed School-Based Preschool,0,2020-08-24,,,,,N
2240031355,SHARRMAN LEARNING CENTER,1516 N CASSEDY AVE,COLUMBUS,OH,43219,FRANKLIN,614-589-6338,sharrman24@gmail.com,Licensed Child Care Center,1,2025-08-04,2026-08-03,,,,Y
2230028579,SHAWN LEWIS LEARNING CENTER,5936 GLENWAY AVE,CINCINNATI,OH,45238,HAMILTON,513-886-9939,shawnlewis0916@gmail.com,Licensed Child Care Center,1,2023-09-18,,TAKARERA MCKINNEY,,,Y
401678,SHAWNEE CHILDREN'S PROGRAM,2223 SHAWNEE RD,LIMA,OH,45805,ALLEN,419-224-3742,joaurish@yahoo.com,Licensed Child Care Center,2,1983-12-16,,JOANNE URISH,,,Y
1000020235,SHAWNEE ELEMENTARY SCHOOL,1841 E POSSUM RD,SPRINGFIELD,OH,45502,CLARK,,test@oclqs.org,Licensed School-Based Preschool,0,2013-08-12,,,,,N
504348,SHAWNEE WEEKDAY EARLY LEARNING CENTER,2875 BLUE JACKET CT,LIMA,OH,45806,ALLEN,419-221-0094,amber@shawneeweekday.com,Licensed Child Care Center,3,2010-04-14,,Amber Collier,,,Y
500543,SHAWNEE WEEKDAY EARLY LEARNING CENTER,2600 ZURMEHLY RD,LIMA,OH,45806,ALLEN,419-991-4806,cheryl@shawneeweekday.com,Licensed Child Care Center,3,1974-09-30,,Cheryl Munson,,,Y
2210024788,SHAY'S CHILDCARE,10928 PIPPIN ROAD,CINCINNATI,OH,45231,HAMILTON,513-200-5671,thurmondshannon35@yahoo.com,Licensed Type B Family Child Care Home,0,2021-10-22,,,,,Y
2230029026,SHAY'S FUNDAMENTAL LEARNING CENTER LLC,5215 ARCH STREET,MAPLE HEIGHTS,OH,44137,CUYAHOGA,216-440-2957,1marshayfortson@gmail.com,Licensed Type B Family Child Care Home,0,2024-10-24,,,,,Y
2180017079,SHAYSHAY'S CLUBHOUSE,1812 DEARMAND AVE.,CINCINNATI,OH,45239,HAMILTON,513-834-8558,shayshaysclubhouse@gmail.com,Licensed Type B Family Child Care Home,2,2018-05-21,,,,,Y
993047896,SHEFFIELD RAELEEN,1702 HUDEPOHL LANE,CINCINNATI,OH,45231,HAMILTON,513-827-9150,rsheffield05@gmail.com,Licensed Type B Family Child Care Home,0,2014-01-01,,,,,Y
1000020966,SHELBY ELEMENTARY SCHOOL,109 W SMILEY AVE,SHELBY,OH,44875,RICHLAND,,test@oclqs.org,Licensed School-Based Preschool,3,2016-09-08,,,,,N
1000019095,SHELBY HILLS PRESCHOOL,1200 CHILDRENS HOME RD,SIDNEY,OH,45365,SHELBY,,nstiefel@shelbydd.org,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
2230028218,SHELBY Y KIDS CLUB,109 WEST SMILEY AVENUE,SHELBY,OH,44875,RICHLAND,419-522-3511,ncherry@ymcanco.org,Licensed Child Care Center,3,2023-08-22,,Ashten Vavra,Carrie Mitchell,Nicolle Cherry,Y
2210024182,SHELL'S CHILD CARE SERVICE,729 VERNON STREET,KENTON,OH,43326,HARDIN,567-674-5917,michelle_goslee@yahoo.com,Licensed Type B Family Child Care Home,0,2021-07-23,,,,,Y
2170013068,SHELL'S LEARNING CENTER,5310 1/2 WARRENSVILLE CENTER ROAD,MAPLE HEIGHTS,OH,44137,CUYAHOGA,216-415-5063,phillip000@ameritech.net,Licensed Child Care Center,3,2017-02-10,,MICHELLE BEDEN-PAYNE,,,Y
502523,SHELLY'S DAY CARE,1209 W JEFFERSON ST,SANDUSKY,OH,44870,ERIE,419-239-7797,shelle521@yahoo.com,Licensed Type A Family Child Care Home,0,1998-05-13,,SHELLY JORDAN,,,Y
1230028259,SHENANDOAH ELEMENTARY SCHOOL,20977 ZEP RD E,SARAHSVILLE,OH,43779,NOBLE,,test@oclqs.org,Licensed School-Based Preschool,3,2023-09-05,,,,,N
2240030686,SHEPHERD CHRISTIAN SCHOOL AND EARLY LEARNING CENTER,425 S HAMILTON RD,GAHANNA,OH,43230,FRANKLIN,614-471-3368,lmahoney@shepherdchristian.school,Licensed Child Care Center,0,2024-11-04,,Lisa Mahoney,,,N
308091,SHEPHERD OF ALL GOD'S CHILDREN,610 N LAKEVIEW AVE,YOUNGSTOWN,OH,44509,MAHONING,330-707-4555,sgodschildren@aol.com,Licensed Child Care Center,0,2009-03-12,,Shannon Cambridge,,,Y
952812868,"SHEPHERD, KIMBERLY A",3252 PAYDAY LN,COLUMBUS,OH,43232,FRANKLIN,614-834-7922,shepherdkimberly@att.net,Licensed Type B Family Child Care Home,1,2014-01-01,,,,,Y
968099664,"SHEPHERD, REGINA",343 OWENS ST.,MARION,OH,43302,MARION,740-383-6288,jeannierose2@hotmail.com,Licensed Type B Family Child Care Home,1,2014-01-01,,,,,Y
943691449,"SHEPHERD, ROBIN L",517 WESTVIEW ROAD,BEDFORD,OH,44146,CUYAHOGA,216-663-0664,robinshepherd46@yahoo.com,Licensed Type B Family Child Care Home,1,2014-01-01,,,,,Y
1000018978,SHERIDAN  SCHOOL,8660 SHERIDAN DR,THORNVILLE,OH,43076,PERRY,740-452-4518,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
1000018624,SHERMAN ELEMENTARY SCHOOL,1138 SPRINGMILL ST,MANSFIELD,OH,44906,RICHLAND,,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
2170012490,SHERRI'S DAYCARE,423 SOUTH PICKAWAY STREET,CIRCLEVILLE,OH,43113,PICKAWAY,740-601-6715,sherricongrove@yahoo.com,Licensed Type A Family Child Care Home,1,2017-02-21,,,,,Y
1000018168,SHERWOOD ELEMENTARY SCHOOL,7080 GRANTHAM WAY,CINCINNATI,OH,45230,HAMILTON,513-231-7565,test@oclqs.org,Licensed School-Based Preschool,3,2015-09-12,,,,,N
202873,SHERWOOD YMCA CHILD CARE,7080 GRANTHAM WAY,CINCINNATI,OH,45230,HAMILTON,513-440-9971,tmetzger@myy.org,Licensed Child Care Center,1,1991-08-26,,Samantha Miller,Tara Metzger,,Y
2250032478,SHESHE'S DAYCARE,3485 CLARKSTON AVE,COLUMBUS,OH,43232,FRANKLIN,614-696-4076,sheshesdaycare@yahoo.com,Licensed Type B Family Child Care Home,0,2025-09-18,2026-09-17,,,,Y
1200021609,SHILOH ELEMENTARY SCHOOL,420 TRUX ST,PLYMOUTH,OH,44865,RICHLAND,,test@oclqs.org,Licensed School-Based Preschool,3,2020-08-13,,,,,N
1000018976,SHILOH MIDDLE SCHOOL,2303 GRANTWOOD DR,PARMA,OH,44134,CUYAHOGA,440-885-8485,test@oclqs.org,Licensed School-Age Child Care,0,2011-09-24,,,,,N
200745,SHILOH PRESCHOOL LEARNING CENTER,580 ANDERSON FERRY RD,CINCINNATI,OH,45238,HAMILTON,513-451-6443,preschool@shilohumc.com,Licensed Child Care Center,0,1978-05-11,,Candace Rhoill,,,N
